 project_id,latitude,longitude,ecosystem,Habitat,n,Realm ,Biome,Functional group,Small_sample_site
PRJNA366145,36,-106.07,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA258175,36.12,-84.25,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA292723,39.32,-107.46,Groundwater,porous_contaminated,9,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330209,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330334,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330335,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330337,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330339,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330340,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330348,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330350,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330351,39.53,-107.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA167727,39.53,-107.77,Groundwater,porous_contaminated,2,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA330338,39.53,-10.78,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA268031,39.54,-107.78,Groundwater,porous_contaminated,23,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA342017,40.06,-74.41,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA404443,41,33,Groundwater,porous_contaminated,2,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJEB22302,43.29,-73.6,Groundwater,porous_contaminated,3,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366593,43.3,-73.64,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366594,43.3,-73.64,Groundwater,porous_contaminated,1,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
PRJNA366595,43.3,-73.64,Groundwater,porous_contaminated,2,Subterranean-Freshwater,Anthtopogenic Subterranean-Freshwater ,,sediment
mgp13011,46.68,-114.03,Soil,prairie,59,Terrestrial,Savanas and grasslands ,,sediment
mgp405,51.48,0.22,Soil,prairie,12,Terrestrial,Savanas and grasslands ,,sediment
PRJNA330333,39.53,-10.78,Soil,ranch,1,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
PRJNA330336,39.53,-10.78,Soil,ranch,1,Terrestrial,Intensive land use ,Sown pastures and fields,sediment
mgp16589,37.22,-80.43,Wastewater,reclaimed_water,44,Freshwater,Artificial Wetland  ,Urban and industrial ecosystems,sediment
mgp13673,55.88,12.5,Wastewater,reclaimed_water,2,Freshwater,Artificial Wetland  ,Urban and industrial ecosystems,sediment
mgp7774,-11.68,-55.84,Soil,rhizosphere,3,Terrestrial,Intensive land use ,Annual croplands,sediment
mgp11297,4.73,-75.73,Soil,rhizosphere,1,Terrestrial,Tropical-subtropical forests ,Tropical/subtropical montane rainforests,sediment
mgp11299,4.75,-75.44,Soil,rhizosphere,1,Terrestrial,Intensive land use ,Annual croplands,sediment
mgp80870,9,-73,Soil,rhizosphere,14,Terrestrial,Tropical-subtropical forests ,Tropical/subtropical lowland rainforests,sediment
mgp4530,22.32,39.21,Soil,rhizosphere,1,Marine-Freshwater-Terrertrial,Brackish tidal,Intertidal forests and shrublands,sediment
mgp4530,22.35,39.21,Soil,rhizosphere,2,Marine-Freshwater-Terrertrial,Brackish tidal,Intertidal forests and shrublands,sediment
mgp4530,22.5,39.21,Soil,rhizosphere,1,Marine-Freshwater-Terrertrial,Brackish tidal,Intertidal forests and shrublands,soil
mgpsamplenhs_viruses.cds.fa,28.13,116.54,Soil,rhizosphere,1,Terrestrial,Intensive land use ,Annual croplands,soil
mgpsamplenhs_viruses.cds.fa,28.55,111.26,Soil,rhizosphere,1,Terrestrial,Intensive land use ,Annual croplands,soil
mgpsamplenhs_viruses.cds.fa,33.13,120.49,Soil,rhizosphere,1,Terrestrial,Intensive land use ,Annual croplands,soil
mgpsamplenhs_viruses.cds.fa,33.16,118.52,Soil,rhizosphere,1,Terrestrial,Intensive land use ,Annual croplands,soil
mgpsamplenhs_viruses.cds.fa,33.29,120.28,Soil,rhizosphere,1,Terrestrial,Intensive land use ,Annual croplands,soil
mgp21493,35.74,53.58,Soil,rhizosphere,2,Terrestrial,Intensive land use,Annual croplands,soil
mgp83855,35.74,53.58,Soil,rhizosphere,1,Terrestrial,Intensive land use,Annual croplands,soil
mgpsamplenhs_viruses.cds.fa,38.11,116.46,Soil,rhizosphere,1,Terrestrial,Intensive land use,Annual croplands,soil
mgpsamplenhs_viruses.cds.fa,43.67,126.5,Soil,rhizosphere,2,Terrestrial,Intensive land use,Annual croplands,soil
mgp18557,50.98,3.78,Soil,rhizosphere,16,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp4282,51.97,5.66,Soil,rhizosphere,6,Terrestrial,Intensive land use,Annual croplands,soil
mgp4747,51.97,5.66,Soil,rhizosphere,6,Terrestrial,Intensive land use,Annual croplands,soil
mgp4779,52.4,12.96,Soil,rhizosphere,1,Terrestiral,Intensive land use,Urban and industrial ecosystems,soil
mgp4786,52.4,12.96,Soil,rhizosphere,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp4801,52.4,12.96,Soil,rhizosphere,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp13480,-23.59,-46.69,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp8766,-2.48,-55.01,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp8766,-1.92,-55.53,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp8766,-1.52,-48.92,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp8766,-0.16,-50.62,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp8766,-0.08,-51.05,Freshwater,river,1,Freshwater,Rivers and streams,,soil
14c-30c haoc rr,37.28,-80.43,Freshwater,river,9,Freshwater,Rivers and streams,,soil
mgp5507,37.53,-77.44,Freshwater,river,2,Freshwater,Rivers and streams,,soil
mgp12307,37.54,-77.45,Freshwater,river,3,Freshwater,Rivers and streams,,soil
mgp12307,37.54,77.45,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,38.58,-77.38,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,38.81,-77.01,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,38.82,-77.51,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,38.94,-77.05,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,38.96,-77.16,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,38.98,-77.04,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,39.3,-77.79,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,39.37,-77.39,Freshwater,river,2,Freshwater,Rivers and streams,,soil
mgp14051,39.45,-77.74,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,39.63,-77.46,Freshwater,river,2,Freshwater,Rivers and streams,,soil
mgp14051,39.63,-77.45,Freshwater,river,2,Freshwater,Rivers and streams,,soil
mgp14051,39.63,-77.44,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,39.66,-77.48,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp14051,39.67,-77.45,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp12989,40.58,-105.08,Freshwater,river,5,Freshwater,Rivers and streams,,soil
mgp16384,41.29,-77.32,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp16384,41.33,-77.34,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp16384,41.35,-77.36,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp16384,41.45,-77.43,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp16384,41.55,-77.62,Freshwater,river,1,Freshwater,Rivers and streams,,soil
mgp5687,41.88,87.63,Freshwater,river,18,Freshwater,Rivers and streams,,soil
mgp7450,42.04,-87.71,Freshwater,river,53,Freshwater,Rivers and streams,,soil
mgp3190,43,-93,Freshwater,river,2,Freshwater,Rivers and streams,,compost
mgp3190,43,-91,Freshwater,river,2,Freshwater,Rivers and streams,,compost
mgp3190,44,-93,Freshwater,river,6,Freshwater,Rivers and streams,,compost
mgp3190,44,-92,Freshwater,river,6,Freshwater,Rivers and streams,,compost
mgp3190,44,-91,Freshwater,river,2,Freshwater,Rivers and streams,,compost
mgp3190,45,-94,Freshwater,river,3,Freshwater,Rivers and streams,,compost
mgp3190,47,-95,Freshwater,river,2,Freshwater,Rivers and streams,,compost
mgp6906,53.17,13.03,Freshwater,river,2,Freshwater,Rivers and streams,,compost
mgp8766,0.27,-47.16,Saline water,river_saline,1,Freshwater-Marine,Semi-confined transitional waters,Permanently open riverine estuaries and bays,compost
mgp8766,0.95,-48.67,Saline water,river_saline,1,Freshwater-Marine,Semi-confined transitional waters,Permanently open riverine estuaries and bays,compost
mgp8766,1.34,-49.37,Saline water,river_saline,1,Freshwater-Marine,Semi-confined transitional waters,Permanently open riverine estuaries and bays,compost
mgp18323,17.57,-78.49,Sediment,river_sediment,4,Freshwater,Rivers and streams,,compost
mgp18323,17.61,-78.45,Sediment,river_sediment,2,Freshwater,Rivers and streams,,compost
mgp18323,17.64,-78.39,Sediment,river_sediment,2,Freshwater,Rivers and streams,,compost
mgp18323,17.66,-78.45,Sediment,river_sediment,2,Freshwater,Rivers and streams,,soil
mgp18323,17.72,-78.4,Sediment,river_sediment,3,Freshwater,Rivers and streams,,soil
mgp18323,17.88,-78.38,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.46,-83.44,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.47,-83.72,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.5,-83.68,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.52,-83.42,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.56,-84,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.59,-83.86,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.59,-83.85,Sediment,river_sediment,2,Freshwater,Rivers and streams,,soil
mgp81172,35.63,-83.12,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.65,-83.56,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.66,-83.7,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.67,-83.07,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.69,-83.4,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp81172,35.74,-83.42,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp11969,38.01,-81.15,Sediment,river_sediment,6,Freshwater,Rivers and streams,,soil
mgp11969,38.02,-81.15,Sediment,river_sediment,11,Freshwater,Rivers and streams,,soil
PRJNA288027,39.54,-107.78,Sediment,river_sediment,20,Freshwater,Rivers and streams,,soil
mgp80013,40.81,-96.69,Sediment,river_sediment,8,Freshwater,Rivers and streams,,soil
mgp21252,41.45,-90.76,Sediment,river_sediment,4,Freshwater,Rivers and streams,,soil
mgp21252,41.45,-90.75,Sediment,river_sediment,4,Freshwater,Rivers and streams,,soil
mgp7450,42.04,-87.71,Sediment,river_sediment,50,Freshwater,Rivers and streams,,soil
mgp305,45.14,106.77,Sediment,river_sediment,3,Freshwater,Rivers and streams,,soil
PRJNA365158,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA365240,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA365241,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA365242,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA365402,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA365403,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA365404,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367312,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367313,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367314,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367315,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367316,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367317,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367318,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367319,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367320,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367321,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367322,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367323,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367324,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367325,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367326,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367327,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367328,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367329,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367330,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367331,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367332,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367333,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367334,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367335,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367336,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367337,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA367338,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375335,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375336,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375338,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375339,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375340,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375341,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375342,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375343,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375344,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375345,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375346,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375347,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375348,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375349,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
PRJNA375351,46.37,-119.27,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp13110,50.31,03.08,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp83716,50.31,03.08,Sediment,river_sediment,7,Freshwater,Rivers and streams,,soil
mgp13110,50.43,03.02,Sediment,river_sediment,1,Freshwater,Rivers and streams,,soil
mgp83716,50.43,03.02,Sediment,river_sediment,2,Freshwater,Rivers and streams,,soil
mgp20001,-31.44,-60.94,Animal host,rumen,3,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7884,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7885,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7886,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7887,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7888,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7889,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7890,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7891,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7892,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7893,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7894,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7895,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7896,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7897,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7898,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7899,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7900,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7901,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7902,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7976,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7977,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7978,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7979,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7980,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7981,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7982,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7983,44.56,-123.26,Animal host,rumen,1,Animal host,Intensive land use,Sown pastures and fields,soil
mgp7984,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7985,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7986,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7987,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7988,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7989,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7990,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7991,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7992,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7993,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7994,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp7995,44.56,-123.26,Animal host,rumen,1,Terrestrial,Intensive land use,Sown pastures and fields,soil
mgp9441,0,0,Saline water,saline_evaporation_pond,1,Marine-Terrestrial,Anthropogenic Shorelines ,,soil
mgp11,32.6,-117.11,Saline water,saline_evaporation_pond,16,Marine-Terrestrial,Anthropogenic Shorelines ,,soil
mgp15006,40.13,116.65,Saline water,saline_evaporation_pond,1,Marine-Terrestrial,Anthropogenic Shorelines ,,soil
mgp81258,-33.84,151.06,Soil,saline_marsh,10,Marine-Freshwater-Terrestrial,Brackish tidal ,Coastal saltmarshes and reedbeds,soil
mgp81258,33.84,151.06,Soil,saline_marsh,12,Marine-Freshwater-Terrestrial,Brackish tidal ,Coastal saltmarshes and reedbeds,soil
mgp19524,29.45,-89.77,Sediment,saline_marsh_sediment,4,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp19524,29.45,-89.76,Sediment,saline_marsh_sediment,4,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp19524,29.45,-89.75,Sediment,saline_marsh_sediment,8,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp6811,31.51,35.47,Sediment,saline_marsh_sediment,2,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp20576,33.63,-117.96,Sediment,saline_marsh_sediment,32,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp2275,42.69,-70.82,Sediment,saline_marsh_sediment,11,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp2275,42.69,-70.81,Sediment,saline_marsh_sediment,3,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,soil
mgp2275,42.7,-70.87,Sediment,saline_marsh_sediment,3,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp2275,42.71,-70.86,Sediment,saline_marsh_sediment,4,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp2275,42.73,-70.85,Sediment,saline_marsh_sediment,6,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp20934,51.79,0.86,Sediment,saline_marsh_sediment,24,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp20934,51.8,0.92,Sediment,saline_marsh_sediment,30,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp20934,51.83,0.95,Sediment,saline_marsh_sediment,9,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp20934,51.83,0.97,Sediment,saline_marsh_sediment,10,Marine-freshwater-Terrestrial,Brackish tidal,Coastal saltmarshes and reedbeds,grassland
mgp16910,36.62,-121.9,Saline water,saline_water_biofilm,12, Marine,Marine shelf ,Photo-limited marine  animal  forests,grassland
mgp31391,41.58,-70.64,Saline water,saline_water_biofilm,1,Marine-Freshwater-Terrestrial,Brackish tidal ,Coastal saltmarshes and reedbeds,grassland
mgp31404,41.58,-70.64,Saline water,saline_water_biofilm,1,Marine-Freshwater-Terrestrial,Brackish tidal ,Coastal saltmarshes and reedbeds,grassland
mgp5272,42.48,3.13,Saline water,saline_water_biofilm,3,Marine,Marine shelf ,,grassland
mgp18053,12.21,75.41,Human host,saliva,2,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp476,14,-14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp477,14,-14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp474,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp475,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp478,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp479,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp481,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp482,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,grassland
mgp483,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp484,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp485,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp486,14,14,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp577,15,-15,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp578,15,15,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp463,29,29,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp15104,32.77,117.07,Human host,saliva,22,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp1969,32.88,-117.24,Human host,saliva,21,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp3928,32.88,-117.24,Human host,saliva,11,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp7236,32.88,-117.24,Human host,saliva,43,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp128,39.48,0.35,Human host,saliva,8,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp1332,46.19,6.15,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp594,46.19,6.15,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp595,46.19,6.15,Human host,saliva,1,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
mgp365,51.57,8.85,Human host,saliva,11,Terrestrial,Intensive land use,Urban and industrial ecosystems,soil
